Title;Rating;Image;Demography;Genres;Year;List
Masamune-kun no Revenge: After School;6.67/10;https://otakuteca.com/images/books/cover/60f4effc37fb9.webp;Shounen;Comedia, Drama, Ecchi, Harem, Romance, Vida Escolar;2018 - 2019;Leido
Namae no Nai Kaibutsu;8.63/10;https://otakuteca.com/images/books/cover/6312c2cbec5b8.webp;Seinen;Gore, Horror, Romance, Sobrenatural;2018 - 2021;Leido
About the Reckless Girl Who Kept Challenging a Reborn Man Like Me;0.00/10;https://otakuteca.com/images/books/cover/39735_TMOManga5b1f2bb68f438.webp;Shounen;Reencarnación, Romance, Vida Escolar;2017;Leido
Aizawa-san Zoushoku;7.80/10;https://otakuteca.com/images/books/cover/635196d97aac6.webp;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Ciencia Ficción, Harem, Vida Escolar;2013;Leido
Akairo Crossroads;9.06/10;https://otakuteca.com/images/books/cover/5b7a464af08f4.webp;Shoujo;Comedia, Vida Escolar, Sobrenatural, Romance, Drama;2016 - 2018;Leido
Akarui Sekai Keikaku;7.50/10;https://otakuteca.com/images/books/cover/634e489ac89fb.webp;Shounen;Acción, Comedia, Ecchi, Romance, Harem, Vida Escolar;2012;Leido
Bleach;7.39/10;https://otakuteca.com/images/books/cover/5db9f8167ed7c.webp;Shounen;Acción, Comedia, Samurái, Sobrenatural, Fantasia, Romance, Superpoderes;2001 - 2016;Leido
Bocchi na Bokura no Renai Jijou;9.00/10;https://otakuteca.com/images/books/cover/634f4f99dccff.webp;Shounen;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2013;Leido
Boku wa Nando Demo, Kimi ni Hajimete no Koi wo Suru;6.50/10;https://otakuteca.com/images/books/cover/634e244844a86.webp;Shounen;Drama, Romance, Recuentos de la vida;2016;Leido
Death Note 3 Years Later;6.00/10;https://otakuteca.com/images/books/cover/5fb332694aaae.webp;Shounen;Sobrenatural, Misterio;2007;Leido
Death Note Episode 0;8.00/10;https://otakuteca.com/images/books/cover/12009_TMOmanga035250.webp;Shounen;Sobrenatural, Misterio;2006;Leido
Cómo Conquistar A Una Doble Novia;8.67/10;https://otakuteca.com/images/books/cover/61da1ceb4e78a.webp;Shounen;Comedia, Romance, Vida Escolar;2021 - 2022;Leido
Fukushuu Kyoushitsu;8.67/10;https://otakuteca.com/images/books/cover/9676_TMOmanga095129.webp;Seinen;Acción, Drama, Horror, Psicológico, Vida Escolar;2013 - 2016;Leido
Furareta Sono hi ni Kyoudai ni Narimashita;0.00/10;https://otakuteca.com/images/books/cover/5ccd9fe388cc1.webp;Shoujo;Comedia, Drama, Romance, Vida Escolar;2016;Leido
Pseudo Harem;9.13/10;https://otakuteca.com/images/books/cover/5ea7b47d8a055.webp;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2018 - 2021;Leido
Go-Toubun no Hanayome;7.75/10;https://otakuteca.com/images/books/cover/5ca040478ac6e.webp;Shounen;Comedia, Harem, Romance, Vida Escolar, Recuentos de la vida, Drama;2017 - 2020;Leido
Gochuumon wa Usagi desu ka? - Luminocity 22 (Doujinshi);0.00/10;https://otakuteca.com/images/books/cover/5d32439bcde39.webp;Shoujo;Comedia, Girls Love;;Leido
Hadi Girl;7.50/10;https://otakuteca.com/images/books/cover/5c36479e1f526.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2011 - 2013;Leido
Haji-Otsu-;8.95/10;https://otakuteca.com/images/books/cover/8403_TMOmanga.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2010;Leido
Mis primeras veces con Suwa-san;7.50/10;https://otakuteca.com/images/books/cover/5f747df64287e.webp;Seinen;Comedia, Romance;2020;Leido
Hatsukoi Maze;9.60/10;https://otakuteca.com/images/books/cover/5fcb9144cd14d.webp;Shoujo;Comedia, Drama, Romance, Vida Escolar;2020 - 2022;Leido
Hazuki Kanon is not sweet;8.71/10;https://otakuteca.com/images/books/cover/6355c854a68f6.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2013 - 2016;Leido
Hibi Chouchou;9.50/10;https://otakuteca.com/images/books/cover/5c81c6079670f.webp;Shoujo;Comedia, Romance, Vida Escolar, Recuentos de la vida;2012 - 2015;Leido
Himeno-chan ni Koi wa mada Hayai;8.60/10;https://otakuteca.com/images/books/cover/5f488fb47c622.webp;Shounen;Comedia, Romance, Vida Escolar;2018 - 2021;Leido
Hoshoku-kei;0.00/10;https://otakuteca.com/images/books/cover/5dbcb27ee721a.webp;Shounen;Comedia, Romance, Ciencia Ficción, Recuentos de la vida;2019;Leido
Me equivoqué;9.50/10;https://otakuteca.com/images/books/cover/5bdeaaec8ae86.webp;Seinen;Crimen, Drama, Psicológico, Romance, Vida Escolar, Sobrenatural, Tragedia;2018;Leido
Ichijou Kaname to wa Kaka Waranai;9.18/10;https://otakuteca.com/images/books/cover/16880_TMOManga576839814c8d7.webp;Shoujo;Romance, Vida Escolar, Fantasia;2016;Leido
Inu To Kuzu;8.27/10;https://otakuteca.com/images/books/cover/61441b12d5ff3.webp;Seinen;Drama, Ecchi, Misterio, Romance, Psicológico, Thriller;2021 - 2022;Leido
Jitsu wa Watashi wa;9.69/10;https://otakuteca.com/images/books/cover/8068_TMOmanga164146.webp;Shounen;Comedia, Fantasia, Sobrenatural, Romance, Vida Escolar, Recuentos de la vida;2013 - 2017;Leido
Kaguya-sama wa Kokurasetai: Tensai-tachi no Ren'ai Zunōsen;9.19/10;https://otakuteca.com/images/books/cover/5ec3178e58054.webp;Seinen;Comedia, Psicológico, Romance, Vida Escolar, Drama, Recuentos de la vida;2015 - 2022;Leido
Kanojo mo Kanojo;9.00/10;https://otakuteca.com/images/books/cover/6134315b6229b.webp;Shounen;Comedia, Romance, Vida Escolar, Harem, Drama, Recuentos de la vida;2020 - 2023;Leido
Kanojo wa Rokurokubi;8.25/10;https://otakuteca.com/images/books/cover/12304_TMOmanga151053.webp;Shounen;Comedia, Sobrenatural, Vida Escolar, Drama, Romance;2015 - 2016;Leido
Kanpeki na Kanojo;0.00/10;https://otakuteca.com/images/books/cover/11517_TMOmanga005038.webp;Seinen;Comedia, Romance, Vida Escolar;2008;Leido
Karakai Jouzu no Takagi-san;9.09/10;https://otakuteca.com/images/books/cover/5b36505db2687.webp;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2012 - 2023;Leido
Kimi ni Koisuru Satsujinki;6.38/10;https://otakuteca.com/images/books/cover/644de624427d7.webp;Shounen;Drama, Psicológico, Romance, Gore;2020 - 2022;Leido
Kimi Wa Nani Mo Shiranai;6.00/10;https://otakuteca.com/images/books/cover/11502_TMOmanga104158.webp;Shoujo;Comedia, Drama, Romance, Vida Escolar;2015;Leido
KimiKiss -Various Heroines-;8.98/10;https://otakuteca.com/images/books/cover/19233_TMOManga57c11a9217c7e.webp;Shounen;Romance, Drama, Recuentos de la vida, Comedia, Ecchi;2016;Leido
Kishuku Gakkou no Juliet;8.71/10;https://otakuteca.com/images/books/cover/5c7afddc62d74.webp;Shounen;Acción, Comedia, Romance, Vida Escolar, Ecchi, Harem, Recuentos de la vida;2015 - 2019;Leido
Kono Koi wa Fukami-kun no Plan ni wa Nai.;10.00/10;https://otakuteca.com/images/books/cover/5fa86d4b461de.webp;Josei;Comedia, Romance, Vida Escolar;2019;Leido
Can You Just Die, My Darling?;5.00/10;https://otakuteca.com/images/books/cover/5e45695cc226e.webp;Shounen;Drama, Sobrenatural, Horror, Romance, Vida Escolar;2015 - 2019;Leido
Kumanishi Bijutsubu Rough Sketch Senpai;8.00/10;https://otakuteca.com/images/books/cover/5c8dbc0b4b7d8.webp;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2016 - 2018;Leido
Kuzumi-kun, can't you read the room;9.38/10;https://otakuteca.com/images/books/cover/6172d97b8cb42.webp;Shounen;Comedia, Romance, Vida Escolar;2015 - 2019;Leido
El Último Juego;8.67/10;https://otakuteca.com/images/books/cover/5c7b46941ff1a.webp;Shoujo;Comedia, Drama, Romance;2011 - 2016;Leido
Lets Lagoon;9.09/10;https://otakuteca.com/images/books/cover/5c79d669cb550.webp;Seinen;Drama, Ecchi, Sobrenatural, Misterio, Romance;2007 - 2018;Leido
Maga-Tsuki;8.00/10;https://otakuteca.com/images/books/cover/5e341fdec544a.webp;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Harem, Drama, Vida Escolar;2011 - 2017;Leido
Mahou Shoujo of the end;8.20/10;https://otakuteca.com/images/books/cover/5d9a5ca5e7561.webp;Shounen;Sobrenatural, Horror, Fantasia, Gore, Tragedia, Ciencia Ficción;2012 - 2017;Leido
Fui Invocado por la Reina Demonio, pero no puedo entender lo que dice;7.50/10;https://otakuteca.com/images/books/cover/61fe0e8c46812.webp;Shounen;Comedia, Demonios, Fantasia, Reencarnación, Romance;2019;Leido
Maou-sama to Kekkonshitai;9.00/10;https://otakuteca.com/images/books/cover/5b4abd189b499.webp;Seinen;Comedia, Ecchi, Romance;2019;Leido
Maou-sama to Kekkonshitai;9.00/10;https://otakuteca.com/images/books/cover/6052d99490c07.webp;Seinen;Comedia, Romance, Ecchi, Recuentos de la vida;2019 - 2021;Leido
Marmalade Boy Little;10.00/10;https://otakuteca.com/images/books/cover/6493bf368e8f1.webp;Josei;Comedia, Romance, Vida Escolar, Recuentos de la vida, Familia, Niños;2013 - 2018;Leido
Masamune-kun no Revenge;7.36/10;https://otakuteca.com/images/books/cover/6212b7020037d.webp;Shounen;Comedia, Romance, Harem, Vida Escolar, Drama, Psicológico, Recuentos de la vida;2012 - 2018;Leido
Midara na Ao-chan wa Benkyou ga Dekinai;8.50/10;https://otakuteca.com/images/books/cover/5de7e00a1570a.webp;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2015 - 2018;Leido
Mijuku na bokura;7.00/10;https://otakuteca.com/images/books/cover/5d3dfa99100df.webp;Shoujo;Romance, Vida Escolar;2019;Leido
Nekota no Koto ga Kininatte Shikatanai;10.00/10;https://otakuteca.com/images/books/cover/15087_TMOmanga023252.webp;Shoujo;Niños, Romance, Vida Escolar;2016;Leido
Not Lives;9.01/10;https://otakuteca.com/images/books/cover/13949_TMOmanga000330.webp;Shounen;Acción, Comedia, Drama, Romance, Ciencia Ficción, Tragedia, Vida Escolar, Género Bender;2011;Leido
Ookami Shounen wa Kyou mo Uso wo Kasaneru;9.20/10;https://otakuteca.com/images/books/cover/5fcd3510e4c6e.webp;Shounen;Comedia, Romance, Vida Escolar, Género Bender;2014 - 2017;Leido
Osananajimi ni Najimitai;8.00/10;https://otakuteca.com/images/books/cover/5e416b843be33.webp;Seinen;Romance, Comedia, Recuentos de la vida;2018 - 2019;Leido
Otaku ni Otoku na Gal Gurashi;10.00/10;https://otakuteca.com/images/books/cover/63e469bcbd5ab.webp;Shounen;Comedia, Drama, Realidad, Romance, Vida Escolar, Recuentos de la vida;2021;Leido
ReLIFE;9.48/10;https://otakuteca.com/images/books/cover/5c92bdabacfab.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Ciencia Ficción;2013 - 2018;Leido
Seishun Forget!;9.10/10;https://otakuteca.com/images/books/cover/8962_TMOmanga121945.webp;Seinen;Comedia, Misterio, Romance, Vida Escolar;2011;Leido
Senaka Gurashi;8.90/10;https://otakuteca.com/images/books/cover/6350b29e59fa6.webp;Seinen;Comedia, Recuentos de la vida, Romance;2010;Leido
Shingeki no Kyojin;8.14/10;https://otakuteca.com/images/books/cover/5d7098200b779.webp;Shounen;Acción, Sobrenatural, Horror, Misterio, Tragedia, Apocalíptico, Superpoderes;2009 - 2021;Leido
Shinigami-Sama to 4-nin no Kanojo;6.50/10;https://otakuteca.com/images/books/cover/634db5568c80b.webp;Shounen;Comedia, Ecchi, Fantasia, Romance, Harem, Vida Escolar;2013;Leido
Shinyuu no Mikami-kun;0.00/10;https://otakuteca.com/images/books/cover/5b3872f24735e.webp;Shoujo;Romance, Vida Escolar;2013;Leido
Sore wa Totsuzen, Unmei no Aite ga;8.00/10;https://otakuteca.com/images/books/cover/604a87870caaa.webp;Shounen;Comedia, Ecchi, Romance, Vida Escolar;2010 - 2012;Leido
Soredemo Ayumu wa Yosetekuru;9.50/10;https://otakuteca.com/images/books/cover/609ebaa9d1385.webp;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2019 - 2023;Leido
Suki x Suki;6.50/10;https://otakuteca.com/images/books/cover/634f0098e133e.webp;Shounen;Comedia, Romance, Vida Escolar, Sobrenatural;2016;Leido
Swap - Swap;9.12/10;https://otakuteca.com/images/books/cover/14114_TMOmanga105600.webp;Shounen;Comedia, Sobrenatural, Vida Escolar, Girls Love;2014;Leido
Taisho Wotome Otogibanashi;10.00/10;https://otakuteca.com/images/books/cover/30644_TMOManga59b489ea60c88.webp;Shounen;Drama, Historia, Romance, Recuentos de la vida, Comedia;2015 - 2017;Leido
The Breaker;9.63/10;https://otakuteca.com/images/books/cover/5c020475e4963.webp;Shounen;Acción, Comedia, Drama, Sobrenatural, Vida Escolar, Artes Marciales;2007;Leido
The Breaker: New Waves;9.67/10;https://otakuteca.com/images/books/cover/5c02069b5e235.webp;Shounen;Acción, Comedia, Drama, Ecchi, Romance, Vida Escolar, Artes Marciales;2010;Leido
Uramikoi, Koi, Uramikoi;9.16/10;https://otakuteca.com/images/books/cover/5d6534fd6443b.webp;Shounen;Acción, Comedia, Drama, Sobrenatural, Romance, Crimen, Vida Escolar;2015 - 2020;Leido
Usotsuki Ouji to Nisemono Kanojo;8.77/10;https://otakuteca.com/images/books/cover/13393_TMOmanga183754.webp;Shoujo;Comedia, Romance, Vida Escolar;2014;Leido
Wasureyuki;8.55/10;https://otakuteca.com/images/books/cover/11737_TMOmanga024047.webp;Shoujo;Drama;2011;Leido
Watashi ni xx Shinasai!;5.00/10;https://otakuteca.com/images/books/cover/5e9e8381352e4.webp;Shoujo;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2009 - 2015;Leido
Watashitachi wa Koi wo Shiranai;6.33/10;https://otakuteca.com/images/books/cover/5e176a2f23609.webp;Seinen;Comedia, Romance, Vida Escolar;2018;Leido
Yochinouryoku Manga - Kuno Chiyo;9.50/10;https://otakuteca.com/images/books/cover/5f2dc29e09bcd.webp;Seinen;Comedia, Romance, Vida Escolar, Recuentos de la vida, Superpoderes;2018;Leido
Yukuyuku Futari;9.09/10;https://otakuteca.com/images/books/cover/6102ec749e7b8.webp;Shounen;Comedia, Romance, Vida Escolar;2016 - 2017;Leido
Bright and Cheery Amnesia;9.83/10;https://otakuteca.com/images/books/cover/5ffd293f73f8f.webp;Josei;Comedia, Romance, Recuentos de la vida, Girls Love;2016;Pendiente
Asahina Wakaba to Marumaru na kareshi;8.92/10;https://otakuteca.com/images/books/cover/5de6cede5b61b.webp;Seinen;Drama, Romance, Recuentos de la vida;2019;Pendiente
Naka no Hito Genome [Jikkyouchuu];7.67/10;https://otakuteca.com/images/books/cover/5d08f6af0d0f0.webp;Shounen;Drama, Sobrenatural, Thriller, Comedia, Romance, Misterio;2014;Pendiente
Osananajimi no Mama ja Iya?;7.33/10;https://otakuteca.com/images/books/cover/5f06282c48906.webp;Shounen;Comedia, Romance, Recuentos de la vida;2020;Pendiente
14-sai to Illustrator;8.64/10;https://otakuteca.com/images/books/cover/39549_TMOManga5b1312e606940.webp;Shounen;Comedia, Ecchi, Recuentos de la vida, Romance;2018;Pendiente
This love is illegal;0.00/10;https://otakuteca.com/images/books/cover/5b860c1086e3a.webp;Seinen;Drama, Romance, Recuentos de la vida, Tragedia, Ciencia Ficción;2017;Pendiente
Ao ashi;9.21/10;https://otakuteca.com/images/books/cover/63473039bf4c1.webp;Seinen;Vida Escolar, Deporte;2015;Pendiente
Asagao to Kase-san;10.00/10;https://otakuteca.com/images/books/cover/5e3999c467603.webp;Shoujo;Comedia, Recuentos de la vida, Romance, Deporte, Girls Love, Vida Escolar;2012;Pendiente
Billionaire Girl;8.81/10;https://otakuteca.com/images/books/cover/9056_TMOmanga113330.webp;Seinen;Drama, Recuentos de la vida, Psicológico, Romance, Vida Escolar;2009;Pendiente
Boku no Hero Academia;7.06/10;https://otakuteca.com/images/books/cover/61b75e1112952.webp;Shounen;Acción, Comedia, Vida Escolar, Superpoderes, Ciencia Ficción, Artes Marciales;2014;Pendiente
Boku to Kotori-chan;8.46/10;https://otakuteca.com/images/books/cover/12063_TMOmanga125007.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2013;Pendiente
Boku wa hajikko ga suki;8.32/10;https://otakuteca.com/images/books/cover/5f00d33f29e96.webp;Shounen;Comedia, Romance, Vida Escolar, Ecchi;2011;Pendiente
Bokura wa Minna Kawaisou;8.43/10;https://otakuteca.com/images/books/cover/5b7ccc88cd4f4.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar, Drama;2010 - 2018;Pendiente
Bonnouji;10.00/10;https://otakuteca.com/images/books/cover/11656_TMOmanga130113.webp;Seinen;Comedia, Drama, Recuentos de la vida, Romance;2008;Pendiente
Heroe Suicida de Clase SSS;8.87/10;https://otakuteca.com/images/books/cover/5fee1ccc8e689.webp;Seinen;Acción, Comedia, Fantasia, Artes Marciales, Romance, Sobrenatural;2020;Pendiente
Mikakunin de Shinkoukei;9.50/10;https://otakuteca.com/images/books/cover/5e1975c346350.webp;Seinen;Comedia, Recuentos de la vida, Fantasia, Sobrenatural, Romance, Vida Escolar;2009;Pendiente
Dame na Kanojo wa Amaetai;8.00/10;https://otakuteca.com/images/books/cover/5b556d0c81a99.webp;Shounen;Comedia, Vida Escolar, Recuentos de la vida;2018 - 2019;Pendiente
Dead Mount Death Play;8.50/10;https://otakuteca.com/images/books/cover/643362029b5d5.webp;Seinen;Reencarnación, Gore, Demonios, Magia, Supervivencia, Crimen;2017;Pendiente
Dead Tube;7.59/10;https://otakuteca.com/images/books/cover/5e1ce2d1865e2.webp;Seinen;Ecchi, Horror, Misterio, Psicológico, Romance, Vida Escolar, Gore;2014;Pendiente
FFF-Class Trashero;7.93/10;https://otakuteca.com/images/books/cover/5dcc685c0d3a4.webp;Shounen;Acción, Aventura, Demonios, Fantasia, Magia, Reencarnación, Harem;2019;Pendiente
From Nightmare to Love;10.00/10;https://otakuteca.com/images/books/cover/5b41760601814.webp;Shoujo;Drama, Romance, Vida Escolar, Recuentos de la vida, Tragedia;2018;Pendiente
Fudatsuki no Kyoko-chan;8.75/10;https://otakuteca.com/images/books/cover/5b411e85517bd.webp;Shounen;Comedia, Sobrenatural, Romance, Vida Escolar;2013 - 2016;Pendiente
Fujimura-kun Mates;9.14/10;https://otakuteca.com/images/books/cover/634d8dbba356b.webp;Shounen;Comedia, Romance, Harem, Vida Escolar;2009;Pendiente
Futaba-san Chi no Kyoudai;0.00/10;https://otakuteca.com/images/books/cover/5c86d0569cf29.webp;Seinen;Comedia, Ecchi, Romance, Vida Escolar, Recuentos de la vida;2017;Pendiente
Futari de Koi wo suru Riyuu;9.50/10;https://otakuteca.com/images/books/cover/5c34fb8428260.webp;Shoujo;Romance, Vida Escolar;2018 - 2022;Pendiente
Galge no Sekai yo, Youkoso!;5.00/10;https://otakuteca.com/images/books/cover/20799_TMOManga581cac6acc198.webp;Shounen;Comedia, Drama, Ecchi, Harem, Romance, Vida Escolar;2011;Pendiente
Hajimari no Niina;9.21/10;https://otakuteca.com/images/books/cover/5e3812965aee9.webp;Shoujo;Drama, Recuentos de la vida, Romance, Vida Escolar;2010;Pendiente
Hatsu Haru;8.00/10;https://otakuteca.com/images/books/cover/634dfc3ad29c4.webp;Shoujo;Romance, Vida Escolar, Comedia;2014 - 2018;Pendiente
Henyoku no Labyrinth;9.80/10;https://otakuteca.com/images/books/cover/9204_TMOmanga.webp;Shoujo;Sobrenatural, Romance, Vida Escolar;2014;Pendiente
Hitorimi Haduki-san to;8.79/10;https://otakuteca.com/images/books/cover/8404_TMOmanga.webp;Shoujo;Comedia, Romance;2011;Pendiente
Iinazuke Kyoutei;8.87/10;https://otakuteca.com/images/books/cover/5e342f1d30e51.webp;Seinen;Comedia, Ecchi, Romance, Harem, Vida Escolar;2012 - 2018;Pendiente
Kage no Jitsuryokusha ni Naritakute;6.00/10;https://otakuteca.com/images/books/cover/5c880a1fcb531.webp;Seinen;Acción, Aventura, Fantasia, Harem, Reencarnación, Comedia, Demonios;;Pendiente
Karakai Jouzu no (Moto) Takagi-san;9.47/10;https://otakuteca.com/images/books/cover/5c7b0450287b7.webp;Shounen;Comedia, Romance, Recuentos de la vida, Familia;2017;Pendiente
Kibishii Onna Joushi ga Koukousei ni Modottara Ore ni Dere Dere suru Riyuu;8.00/10;https://otakuteca.com/images/books/cover/63b202ddc7519.webp;Seinen;Aventura, Comedia, Romance, Vida Escolar;2023;Pendiente
Kimi Dake ga Hontou;4.00/10;https://otakuteca.com/images/books/cover/6391f0520b2a5.webp;Seinen;Ecchi, Vida Escolar, Drama, Psicológico, Tragedia, Boys Love, Romance;2022;Pendiente
Kimi no Iru Machi;7.80/10;https://otakuteca.com/images/books/cover/5b7dda56b528c.webp;Shounen;Comedia, Drama, Recuentos de la vida, Ecchi, Romance, Harem, Vida Escolar;2008 - 2014;Pendiente
Kimi no koto ga Dai Dai Dai Dai Daisuki na 100-nin no Kanojo;8.14/10;https://otakuteca.com/images/books/cover/5e1240eca046d.webp;Shounen;Comedia, Ecchi, Harem, Romance, Parodia, Drama, Vida Escolar;2019;Pendiente
Kin no Kanojo, Gin no Kanojo;9.00/10;https://otakuteca.com/images/books/cover/5cc89f37d4db7.webp;Shounen;Comedia, Ecchi, Sobrenatural, Romance, Vida Escolar, Fantasia, Harem;2014 - 2018;Pendiente
Koi Neko;10.00/10;https://otakuteca.com/images/books/cover/6312be7a11cf4.webp;Seinen;Comedia, Recuentos de la vida, Fantasia, Romance, Vida Escolar;2004 - 2012;Pendiente
Koko wo Isekai to Suru!;5.50/10;https://otakuteca.com/images/books/cover/5c01d523cf466.webp;Shounen;Comedia, Romance, Vida Escolar, Recuentos de la vida;2018;Pendiente
Kore wa Ai de, Koi ja nai;10.00/10;https://otakuteca.com/images/books/cover/612fb1ae3e575.webp;Shoujo;Comedia, Drama, Fantasia, Romance, Vida Escolar;2019;Pendiente
La Aventura de Fantasía de la Señorita Muñeca;0.00/10;https://otakuteca.com/images/books/cover/5c26e794a7c5d.webp;Josei;Aventura, Drama, Fantasia, Género Bender, Girls Love;2015;Pendiente
La historia no es como yo lo pensaba;7.00/10;https://otakuteca.com/images/books/cover/5b793be69a48e.webp;Seinen;Acción, Comedia, Fantasia, Gore, Romance, Vida Escolar;2018;Pendiente
Maou na Ore to Fushi-hime no Yubiwa;8.85/10;https://otakuteca.com/images/books/cover/5e3b7d1fdf8cb.webp;Seinen;Acción, Aventura, Comedia, Ecchi, Fantasia, Romance, Ciencia Ficción, Harem;2012 - 2014;Pendiente
Misión Harem;0.00/10;https://otakuteca.com/images/books/cover/5e435da36f310.webp;Shounen;Comedia, Ecchi, Harem, Romance, Vida Escolar, Recuentos de la vida;2018;Pendiente
Monku no Tsukeyou ga Nai Rabukome;9.02/10;https://otakuteca.com/images/books/cover/24358_TMOManga58db7f905d578.webp;Seinen;Romance, Fantasia, Drama, Comedia, Recuentos de la vida;2014 - 2019;Pendiente
Monochrome Lovers;0.00/10;https://otakuteca.com/images/books/cover/5b7ccd996f423.webp;Seinen;Drama, Romance, Vida Escolar, Recuentos de la vida;2018;Pendiente
Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru;7.00/10;https://otakuteca.com/images/books/cover/6040cd936e2e9.webp;Shounen;Acción, Aventura, Comedia, Fantasia, Harem, Reencarnación, Romance;2018;Pendiente
Mushi to Medama to Teddy Bear;8.69/10;https://otakuteca.com/images/books/cover/5fd82a13a6286.webp;Seinen;Comedia, Drama, Sobrenatural, Horror, Misterio, Romance, Vida Escolar;2006 - 2009;Pendiente
29 TO JK;7.25/10;https://otakuteca.com/images/books/cover/33531_TMOManga5a27ab0ec7ac3.webp;Seinen;Comedia, Romance, Ecchi, Harem, Recuentos de la vida, Drama;2017 - 2020;Pendiente
Ore no Kanojo to Osananajimi ga Shuraba Sugiru + H;8.48/10;https://otakuteca.com/images/books/cover/25120_TMOManga58f9a9a457de7.webp;Seinen;Ecchi, Comedia, Harem, Romance, Vida Escolar;2011 - 2012;Pendiente
Orenchi no Maid-san;8.56/10;https://otakuteca.com/images/books/cover/5def1814c4c7e.webp;Seinen;Comedia, Recuentos de la vida, Romance, Vida Escolar;2015;Pendiente
Otome Danshi ni Koisuru Otome;10.00/10;https://otakuteca.com/images/books/cover/5c158db42e9d7.webp;Shoujo;Comedia, Género Bender, Romance;2017;Pendiente
Ouji-sama Nante Iranai;10.00/10;https://otakuteca.com/images/books/cover/5de5f53e1120b.webp;Josei;Girls Love, Vida Escolar;2016;Pendiente
Pandora Hearts;9.21/10;https://otakuteca.com/images/books/cover/6350b7f7e2a01.webp;Shounen;Comedia, Drama, Fantasia, Sobrenatural, Misterio, Romance, Gore;2006 - 2015;Pendiente
Romantica Clock;9.01/10;https://otakuteca.com/images/books/cover/8205_TMOmanga175759.webp;Shoujo;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2012 - 2016;Pendiente
Sayuri-san no Imouto wa Tenshi;9.00/10;https://otakuteca.com/images/books/cover/5f0e4edfcec2e.webp;Seinen;Girls Love, Comedia, Drama, Romance, Recuentos de la vida;2014;Pendiente
Seifuku Aventure;9.09/10;https://otakuteca.com/images/books/cover/9247_TMOmanga085436.webp;Seinen;Comedia, Romance, Vida Escolar;2013;Pendiente
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai;10.00/10;https://otakuteca.com/images/books/cover/61cb225cdc725.webp;Seinen;Comedia, Drama, Romance, Recuentos de la vida, Sobrenatural;2015 - 2018;Pendiente
Senryu Shoujo;9.67/10;https://otakuteca.com/images/books/cover/5d19bd13844cc.webp;Shounen;Comedia, Romance, Realidad, Drama, Harem, Vida Escolar;2016 - 2020;Pendiente
Sewayaki Kitsune no Senko-san;9.00/10;https://otakuteca.com/images/books/cover/6212ad7b3b3c5.webp;Seinen;Comedia, Drama, Fantasia, Romance, Recuentos de la vida, Sobrenatural;2017;Pendiente
Shinizokonai Agape;0.00/10;https://otakuteca.com/images/books/cover/5b4bcc51891db.webp;Shoujo;Drama, Género Bender, Romance;2017;Pendiente
Santa Cecilia y el Padre Lawrence;9.67/10;https://otakuteca.com/images/books/cover/639bb2312c7f4.webp;Shounen;Comedia, Fantasia, Romance, Recuentos de la vida;2017;Pendiente
Shishunki Bitter Change;9.60/10;https://otakuteca.com/images/books/cover/5b914fff84770.webp;Shoujo;Comedia, Drama, Recuentos de la vida, Psicológico, Vida Escolar, Género Bender, Romance;2012;Pendiente
Shonen no Abyss;9.27/10;https://otakuteca.com/images/books/cover/6500d52e57dc8.webp;Seinen;Drama, Psicológico, Tragedia, Thriller, Crimen, Realidad, Misterio;2020;Pendiente
Shurabara!;8.63/10;https://otakuteca.com/images/books/cover/8710_TMOmanga083731.webp;Seinen;Comedia, Ecchi, Romance, Harem, Vida Escolar;2012;Pendiente
Soredemo Sekai wa Utsukushii;9.00/10;https://otakuteca.com/images/books/cover/5d4294a656a36.webp;Shoujo;Aventura, Comedia, Drama, Fantasia, Romance;2012;Pendiente
Taiyou no Ie;9.00/10;https://otakuteca.com/images/books/cover/634cddd89d779.webp;Shoujo;Comedia, Drama, Recuentos de la vida, Romance, Vida Escolar;2010;Pendiente
